principal_component_1,principal_component_2,principal_component_3
2.2630044337568687,-0.43825553847247295,1.305197806167608
2.67558543016149,-0.6909013964023218,0.5447412538925044
3.200619551199648,-0.06393729905408466,1.2253091420004694
0.27942363804089354,-1.1975451026523005,0.7937907250365012
-1.7218754973098955,-1.8443343301277573,0.6382624280197299
1.5329838328387457,-0.6989069986665417,0.7892062778907922
0.7928260930751475,-0.2246054787453333,0.4560743084007828
1.2431678143523701,-1.223002422970011,0.6566303800489638
-4.115028156860403,-0.16651273971930733,-0.39179934268455024
0.5049465395485041,1.6935903631735179,-0.2616779718561022
